image_path,original_path,severity,response_label
data/processed/NORMAL SKIN/img294.jpg,data/raw/NORMAL SKIN/img294.jpg,Mild,0
data/processed/NORMAL SKIN/img295.jpg,data/raw/NORMAL SKIN/img295.jpg,Mild,0
data/processed/NORMAL SKIN/img297.jpg,data/raw/NORMAL SKIN/img297.jpg,Mild,0
data/processed/NORMAL SKIN/img298.jpg,data/raw/NORMAL SKIN/img298.jpg,Mild,0
data/processed/NORMAL SKIN/img299.jpg,data/raw/NORMAL SKIN/img299.jpg,Mild,0
data/processed/NORMAL SKIN/img30.jpg,data/raw/NORMAL SKIN/img30.jpg,Mild,0
data/processed/NORMAL SKIN/img300.jpg,data/raw/NORMAL SKIN/img300.jpg,Mild,0
data/processed/NORMAL SKIN/img301.jpg,data/raw/NORMAL SKIN/img301.jpg,Mild,0
data/processed/NORMAL SKIN/img302.jpg,data/raw/NORMAL SKIN/img302.jpg,Mild,0
data/processed/NORMAL SKIN/img303.jpg,data/raw/NORMAL SKIN/img303.jpg,Mild,0
data/processed/NORMAL SKIN/img304.jpg,data/raw/NORMAL SKIN/img304.jpg,Mild,0
data/processed/NORMAL SKIN/img305.jpg,data/raw/NORMAL SKIN/img305.jpg,Mild,0
data/processed/NORMAL SKIN/img306.jpg,data/raw/NORMAL SKIN/img306.jpg,Mild,0
data/processed/NORMAL SKIN/img307.jpg,data/raw/NORMAL SKIN/img307.jpg,Mild,0
data/processed/NORMAL SKIN/img309.jpg,data/raw/NORMAL SKIN/img309.jpg,Mild,0
data/processed/NORMAL SKIN/img31.jpg,data/raw/NORMAL SKIN/img31.jpg,Mild,0
data/processed/NORMAL SKIN/img310.jpg,data/raw/NORMAL SKIN/img310.jpg,Mild,0
data/processed/NORMAL SKIN/img311.jpg,data/raw/NORMAL SKIN/img311.jpg,Mild,0
data/processed/NORMAL SKIN/img312.jpg,data/raw/NORMAL SKIN/img312.jpg,Mild,0
data/processed/NORMAL SKIN/img315.png,data/raw/NORMAL SKIN/img315.png,Mild,0
data/processed/NORMAL SKIN/img316.png,data/raw/NORMAL SKIN/img316.png,Mild,0
data/processed/NORMAL SKIN/img317.png,data/raw/NORMAL SKIN/img317.png,Mild,0
data/processed/NORMAL SKIN/img322.jpg,data/raw/NORMAL SKIN/img322.jpg,Mild,0
data/processed/NORMAL SKIN/img323.JPG,data/raw/NORMAL SKIN/img323.JPG,Mild,0
data/processed/NORMAL SKIN/img324.jpg,data/raw/NORMAL SKIN/img324.jpg,Mild,0
data/processed/NORMAL SKIN/img326.jpg,data/raw/NORMAL SKIN/img326.jpg,Mild,0
data/processed/NORMAL SKIN/img33.jpg,data/raw/NORMAL SKIN/img33.jpg,Mild,0
data/processed/NORMAL SKIN/img339.jpg,data/raw/NORMAL SKIN/img339.jpg,Mild,0
data/processed/NORMAL SKIN/img340.jpg,data/raw/NORMAL SKIN/img340.jpg,Mild,0
data/processed/NORMAL SKIN/img341.jpg,data/raw/NORMAL SKIN/img341.jpg,Mild,0
data/processed/NORMAL SKIN/img342.jpg,data/raw/NORMAL SKIN/img342.jpg,Mild,0
data/processed/NORMAL SKIN/img343.jpg,data/raw/NORMAL SKIN/img343.jpg,Mild,0
data/processed/NORMAL SKIN/img344.jpg,data/raw/NORMAL SKIN/img344.jpg,Mild,0
data/processed/NORMAL SKIN/img345.jpg,data/raw/NORMAL SKIN/img345.jpg,Mild,0
data/processed/NORMAL SKIN/img346.jpg,data/raw/NORMAL SKIN/img346.jpg,Mild,0
data/processed/NORMAL SKIN/img347.jpg,data/raw/NORMAL SKIN/img347.jpg,Mild,0
data/processed/NORMAL SKIN/img348.jpg,data/raw/NORMAL SKIN/img348.jpg,Mild,0
data/processed/NORMAL SKIN/img35.jpg,data/raw/NORMAL SKIN/img35.jpg,Mild,0
data/processed/NORMAL SKIN/img350.jpg,data/raw/NORMAL SKIN/img350.jpg,Mild,0
data/processed/NORMAL SKIN/img352.jpg,data/raw/NORMAL SKIN/img352.jpg,Mild,0
data/processed/NORMAL SKIN/img356.jpg,data/raw/NORMAL SKIN/img356.jpg,Mild,0
data/processed/NORMAL SKIN/img357.jpg,data/raw/NORMAL SKIN/img357.jpg,Mild,0
data/processed/NORMAL SKIN/img358.jpg,data/raw/NORMAL SKIN/img358.jpg,Mild,0
data/processed/NORMAL SKIN/img359.jpg,data/raw/NORMAL SKIN/img359.jpg,Mild,0
data/processed/NORMAL SKIN/img360.jpg,data/raw/NORMAL SKIN/img360.jpg,Mild,0
data/processed/NORMAL SKIN/img361.jpg,data/raw/NORMAL SKIN/img361.jpg,Mild,0
data/processed/NORMAL SKIN/img362.jpg,data/raw/NORMAL SKIN/img362.jpg,Mild,0
data/processed/NORMAL SKIN/img363.jpg,data/raw/NORMAL SKIN/img363.jpg,Mild,0
data/processed/NORMAL SKIN/img367.jpg,data/raw/NORMAL SKIN/img367.jpg,Mild,0
data/processed/NORMAL SKIN/img369.jpg,data/raw/NORMAL SKIN/img369.jpg,Mild,0
data/processed/NORMAL SKIN/img37.jpg,data/raw/NORMAL SKIN/img37.jpg,Mild,0
data/processed/NORMAL SKIN/img370.jpg,data/raw/NORMAL SKIN/img370.jpg,Mild,0
data/processed/NORMAL SKIN/img371.jpg,data/raw/NORMAL SKIN/img371.jpg,Mild,0
data/processed/NORMAL SKIN/img372.jpg,data/raw/NORMAL SKIN/img372.jpg,Mild,0
data/processed/NORMAL SKIN/img373.jpg,data/raw/NORMAL SKIN/img373.jpg,Mild,0
data/processed/NORMAL SKIN/img374.jpg,data/raw/NORMAL SKIN/img374.jpg,Mild,0
data/processed/NORMAL SKIN/img375.jpg,data/raw/NORMAL SKIN/img375.jpg,Mild,0
data/processed/NORMAL SKIN/img377.jpg,data/raw/NORMAL SKIN/img377.jpg,Mild,0
data/processed/NORMAL SKIN/img379.jpg,data/raw/NORMAL SKIN/img379.jpg,Mild,0
data/processed/NORMAL SKIN/img38.jpg,data/raw/NORMAL SKIN/img38.jpg,Mild,0
data/processed/NORMAL SKIN/img380.jpg,data/raw/NORMAL SKIN/img380.jpg,Mild,0
data/processed/NORMAL SKIN/img383.jpg,data/raw/NORMAL SKIN/img383.jpg,Mild,0
data/processed/NORMAL SKIN/img384.jpg,data/raw/NORMAL SKIN/img384.jpg,Mild,0
data/processed/NORMAL SKIN/img385.jpg,data/raw/NORMAL SKIN/img385.jpg,Mild,0
data/processed/NORMAL SKIN/img386.jpg,data/raw/NORMAL SKIN/img386.jpg,Mild,0
data/processed/NORMAL SKIN/img387.jpg,data/raw/NORMAL SKIN/img387.jpg,Mild,0
data/processed/NORMAL SKIN/img389.jpg,data/raw/NORMAL SKIN/img389.jpg,Mild,0
data/processed/NORMAL SKIN/img39.jpg,data/raw/NORMAL SKIN/img39.jpg,Mild,0
data/processed/NORMAL SKIN/img391.jpg,data/raw/NORMAL SKIN/img391.jpg,Mild,0
data/processed/NORMAL SKIN/img393.jpg,data/raw/NORMAL SKIN/img393.jpg,Mild,0
data/processed/NORMAL SKIN/img394.jpg,data/raw/NORMAL SKIN/img394.jpg,Mild,0
data/processed/NORMAL SKIN/img395.jpg,data/raw/NORMAL SKIN/img395.jpg,Mild,0
data/processed/NORMAL SKIN/img396.jpg,data/raw/NORMAL SKIN/img396.jpg,Mild,0
data/processed/NORMAL SKIN/img398.jpg,data/raw/NORMAL SKIN/img398.jpg,Mild,0
data/processed/NORMAL SKIN/img399.jpg,data/raw/NORMAL SKIN/img399.jpg,Mild,0
data/processed/NORMAL SKIN/img40.jpg,data/raw/NORMAL SKIN/img40.jpg,Mild,0
data/processed/NORMAL SKIN/img401.jpg,data/raw/NORMAL SKIN/img401.jpg,Mild,0
data/processed/NORMAL SKIN/img403.jpg,data/raw/NORMAL SKIN/img403.jpg,Mild,0
data/processed/NORMAL SKIN/img404.jpg,data/raw/NORMAL SKIN/img404.jpg,Mild,0
data/processed/NORMAL SKIN/img405.jpg,data/raw/NORMAL SKIN/img405.jpg,Mild,0
data/processed/NORMAL SKIN/img406.jpg,data/raw/NORMAL SKIN/img406.jpg,Mild,0
data/processed/NORMAL SKIN/img407.jpg,data/raw/NORMAL SKIN/img407.jpg,Mild,0
data/processed/NORMAL SKIN/img408.jpg,data/raw/NORMAL SKIN/img408.jpg,Mild,0
data/processed/NORMAL SKIN/img41.jpg,data/raw/NORMAL SKIN/img41.jpg,Mild,0
data/processed/NORMAL SKIN/img412.jpg,data/raw/NORMAL SKIN/img412.jpg,Mild,0
data/processed/NORMAL SKIN/img414.jpg,data/raw/NORMAL SKIN/img414.jpg,Mild,0
data/processed/NORMAL SKIN/img415.jpg,data/raw/NORMAL SKIN/img415.jpg,Mild,0
data/processed/NORMAL SKIN/img416.jpg,data/raw/NORMAL SKIN/img416.jpg,Mild,0
data/processed/NORMAL SKIN/img417.jpg,data/raw/NORMAL SKIN/img417.jpg,Mild,0
data/processed/NORMAL SKIN/img418.jpg,data/raw/NORMAL SKIN/img418.jpg,Mild,0
data/processed/NORMAL SKIN/img42.jpg,data/raw/NORMAL SKIN/img42.jpg,Mild,0
data/processed/NORMAL SKIN/img420.jpg,data/raw/NORMAL SKIN/img420.jpg,Mild,0
data/processed/NORMAL SKIN/img421.jpg,data/raw/NORMAL SKIN/img421.jpg,Mild,0
data/processed/NORMAL SKIN/img424.jpg,data/raw/NORMAL SKIN/img424.jpg,Mild,0
data/processed/NORMAL SKIN/img426.jpg,data/raw/NORMAL SKIN/img426.jpg,Mild,0
data/processed/NORMAL SKIN/img428.jpg,data/raw/NORMAL SKIN/img428.jpg,Mild,0
data/processed/NORMAL SKIN/img429.jpg,data/raw/NORMAL SKIN/img429.jpg,Mild,0
data/processed/NORMAL SKIN/img43.jpg,data/raw/NORMAL SKIN/img43.jpg,Mild,0
data/processed/NORMAL SKIN/img430.jpg,data/raw/NORMAL SKIN/img430.jpg,Mild,0
data/processed/NORMAL SKIN/img431.jpg,data/raw/NORMAL SKIN/img431.jpg,Mild,0
data/processed/NORMAL SKIN/img432.jpg,data/raw/NORMAL SKIN/img432.jpg,Mild,0
data/processed/NORMAL SKIN/img433.jpg,data/raw/NORMAL SKIN/img433.jpg,Mild,0
data/processed/NORMAL SKIN/img435.jpg,data/raw/NORMAL SKIN/img435.jpg,Mild,0
data/processed/NORMAL SKIN/img436.jpg,data/raw/NORMAL SKIN/img436.jpg,Mild,0
data/processed/NORMAL SKIN/img437.jpg,data/raw/NORMAL SKIN/img437.jpg,Mild,0
data/processed/NORMAL SKIN/img44.jpg,data/raw/NORMAL SKIN/img44.jpg,Mild,0
data/processed/NORMAL SKIN/img440.jpg,data/raw/NORMAL SKIN/img440.jpg,Mild,0
data/processed/NORMAL SKIN/img441.jpg,data/raw/NORMAL SKIN/img441.jpg,Mild,0
data/processed/NORMAL SKIN/img444.jpg,data/raw/NORMAL SKIN/img444.jpg,Mild,0
data/processed/NORMAL SKIN/img445.jpg,data/raw/NORMAL SKIN/img445.jpg,Mild,0
data/processed/NORMAL SKIN/img446.jpg,data/raw/NORMAL SKIN/img446.jpg,Mild,0
data/processed/NORMAL SKIN/img447.jpg,data/raw/NORMAL SKIN/img447.jpg,Mild,0
data/processed/NORMAL SKIN/img45.jpg,data/raw/NORMAL SKIN/img45.jpg,Mild,0
data/processed/NORMAL SKIN/img452.png,data/raw/NORMAL SKIN/img452.png,Mild,0
data/processed/NORMAL SKIN/img453.jpg,data/raw/NORMAL SKIN/img453.jpg,Mild,0
data/processed/NORMAL SKIN/img454.jpg,data/raw/NORMAL SKIN/img454.jpg,Mild,0
data/processed/NORMAL SKIN/img455.jpg,data/raw/NORMAL SKIN/img455.jpg,Mild,0
data/processed/NORMAL SKIN/img456.jpg,data/raw/NORMAL SKIN/img456.jpg,Mild,0
data/processed/NORMAL SKIN/img457.jpg,data/raw/NORMAL SKIN/img457.jpg,Mild,0
data/processed/NORMAL SKIN/img458.jpg,data/raw/NORMAL SKIN/img458.jpg,Mild,0
data/processed/NORMAL SKIN/img46.jpg,data/raw/NORMAL SKIN/img46.jpg,Mild,0
data/processed/NORMAL SKIN/img461.jpg,data/raw/NORMAL SKIN/img461.jpg,Mild,0
data/processed/NORMAL SKIN/img462.jpg,data/raw/NORMAL SKIN/img462.jpg,Mild,0
data/processed/NORMAL SKIN/img463.jpg,data/raw/NORMAL SKIN/img463.jpg,Mild,0
data/processed/NORMAL SKIN/img464.jpg,data/raw/NORMAL SKIN/img464.jpg,Mild,0
data/processed/NORMAL SKIN/img465.jpg,data/raw/NORMAL SKIN/img465.jpg,Mild,0
data/processed/NORMAL SKIN/img466.jpg,data/raw/NORMAL SKIN/img466.jpg,Mild,0
data/processed/NORMAL SKIN/img467.jpg,data/raw/NORMAL SKIN/img467.jpg,Mild,0
data/processed/NORMAL SKIN/img468.jpg,data/raw/NORMAL SKIN/img468.jpg,Mild,0
data/processed/NORMAL SKIN/img469.jpg,data/raw/NORMAL SKIN/img469.jpg,Mild,0
data/processed/NORMAL SKIN/img470.jpg,data/raw/NORMAL SKIN/img470.jpg,Mild,0
data/processed/NORMAL SKIN/img471.jpg,data/raw/NORMAL SKIN/img471.jpg,Mild,0
data/processed/NORMAL SKIN/img472.jpg,data/raw/NORMAL SKIN/img472.jpg,Mild,0
data/processed/NORMAL SKIN/img473.jpg,data/raw/NORMAL SKIN/img473.jpg,Mild,0
data/processed/NORMAL SKIN/img474.jpg,data/raw/NORMAL SKIN/img474.jpg,Mild,0
data/processed/NORMAL SKIN/img475.jpg,data/raw/NORMAL SKIN/img475.jpg,Mild,0
data/processed/NORMAL SKIN/img477.jpg,data/raw/NORMAL SKIN/img477.jpg,Mild,0
data/processed/NORMAL SKIN/img478.jpg,data/raw/NORMAL SKIN/img478.jpg,Mild,0
data/processed/NORMAL SKIN/img479.jpg,data/raw/NORMAL SKIN/img479.jpg,Mild,0
data/processed/NORMAL SKIN/img481.jpg,data/raw/NORMAL SKIN/img481.jpg,Mild,0
data/processed/NORMAL SKIN/img482.png,data/raw/NORMAL SKIN/img482.png,Mild,0
data/processed/NORMAL SKIN/img483.png,data/raw/NORMAL SKIN/img483.png,Mild,0
data/processed/NORMAL SKIN/img484.png,data/raw/NORMAL SKIN/img484.png,Mild,0
data/processed/NORMAL SKIN/img486.jpg,data/raw/NORMAL SKIN/img486.jpg,Mild,0
data/processed/NORMAL SKIN/img487.jpg,data/raw/NORMAL SKIN/img487.jpg,Mild,0
data/processed/NORMAL SKIN/img493.jpg,data/raw/NORMAL SKIN/img493.jpg,Mild,0
data/processed/NORMAL SKIN/img495.jpg,data/raw/NORMAL SKIN/img495.jpg,Mild,0
data/processed/NORMAL SKIN/img496.jpg,data/raw/NORMAL SKIN/img496.jpg,Mild,0
data/processed/NORMAL SKIN/img497.jpg,data/raw/NORMAL SKIN/img497.jpg,Mild,0
data/processed/NORMAL SKIN/img498.jpg,data/raw/NORMAL SKIN/img498.jpg,Mild,0
data/processed/NORMAL SKIN/img500.jpg,data/raw/NORMAL SKIN/img500.jpg,Mild,0
data/processed/NORMAL SKIN/img501.jpg,data/raw/NORMAL SKIN/img501.jpg,Mild,0
data/processed/NORMAL SKIN/img502.jpg,data/raw/NORMAL SKIN/img502.jpg,Mild,0
data/processed/NORMAL SKIN/img503.jpg,data/raw/NORMAL SKIN/img503.jpg,Mild,0
data/processed/NORMAL SKIN/img504.png,data/raw/NORMAL SKIN/img504.png,Mild,0
data/processed/NORMAL SKIN/img505.jpg,data/raw/NORMAL SKIN/img505.jpg,Mild,0
data/processed/NORMAL SKIN/img506.jpg,data/raw/NORMAL SKIN/img506.jpg,Mild,0
data/processed/NORMAL SKIN/img507.jpg,data/raw/NORMAL SKIN/img507.jpg,Mild,0
data/processed/NORMAL SKIN/img508.jpg,data/raw/NORMAL SKIN/img508.jpg,Mild,0
data/processed/NORMAL SKIN/img509.jpg,data/raw/NORMAL SKIN/img509.jpg,Mild,0
data/processed/NORMAL SKIN/img510.jpg,data/raw/NORMAL SKIN/img510.jpg,Mild,0
data/processed/NORMAL SKIN/img512.jpg,data/raw/NORMAL SKIN/img512.jpg,Mild,0
data/processed/NORMAL SKIN/img513.jpg,data/raw/NORMAL SKIN/img513.jpg,Mild,0
data/processed/NORMAL SKIN/img514.jpg,data/raw/NORMAL SKIN/img514.jpg,Mild,0
data/processed/NORMAL SKIN/img515.jpg,data/raw/NORMAL SKIN/img515.jpg,Mild,0
data/processed/NORMAL SKIN/img517.jpg,data/raw/NORMAL SKIN/img517.jpg,Mild,0
data/processed/NORMAL SKIN/img519.jpg,data/raw/NORMAL SKIN/img519.jpg,Mild,0
data/processed/NORMAL SKIN/img52.jpg,data/raw/NORMAL SKIN/img52.jpg,Mild,0
data/processed/NORMAL SKIN/img524.jpg,data/raw/NORMAL SKIN/img524.jpg,Mild,0
data/processed/NORMAL SKIN/img527.jpg,data/raw/NORMAL SKIN/img527.jpg,Mild,0
data/processed/NORMAL SKIN/img53.jpg,data/raw/NORMAL SKIN/img53.jpg,Mild,0
data/processed/NORMAL SKIN/img530.jpg,data/raw/NORMAL SKIN/img530.jpg,Mild,0
data/processed/NORMAL SKIN/img531.jpg,data/raw/NORMAL SKIN/img531.jpg,Mild,0
data/processed/NORMAL SKIN/img533.png,data/raw/NORMAL SKIN/img533.png,Mild,0
data/processed/NORMAL SKIN/img534.jpg,data/raw/NORMAL SKIN/img534.jpg,Mild,0
data/processed/NORMAL SKIN/img535.jpg,data/raw/NORMAL SKIN/img535.jpg,Mild,0
data/processed/NORMAL SKIN/img538.jpg,data/raw/NORMAL SKIN/img538.jpg,Mild,0
data/processed/NORMAL SKIN/img539.jpg,data/raw/NORMAL SKIN/img539.jpg,Mild,0
data/processed/NORMAL SKIN/img541.jpg,data/raw/NORMAL SKIN/img541.jpg,Mild,0
data/processed/NORMAL SKIN/img542.jpg,data/raw/NORMAL SKIN/img542.jpg,Mild,0
data/processed/NORMAL SKIN/img543.jpg,data/raw/NORMAL SKIN/img543.jpg,Mild,0
data/processed/NORMAL SKIN/img544.jpg,data/raw/NORMAL SKIN/img544.jpg,Mild,0
data/processed/NORMAL SKIN/img545.jpg,data/raw/NORMAL SKIN/img545.jpg,Mild,0
data/processed/NORMAL SKIN/img547.jpg,data/raw/NORMAL SKIN/img547.jpg,Mild,0
data/processed/NORMAL SKIN/img55.jpg,data/raw/NORMAL SKIN/img55.jpg,Mild,0
data/processed/NORMAL SKIN/img550.png,data/raw/NORMAL SKIN/img550.png,Mild,0
data/processed/NORMAL SKIN/img552.jpg,data/raw/NORMAL SKIN/img552.jpg,Mild,0
data/processed/NORMAL SKIN/img553.png,data/raw/NORMAL SKIN/img553.png,Mild,0
data/processed/NORMAL SKIN/img554.jpg,data/raw/NORMAL SKIN/img554.jpg,Mild,0
data/processed/NORMAL SKIN/img555.jpg,data/raw/NORMAL SKIN/img555.jpg,Mild,0
data/processed/NORMAL SKIN/img556.jpg,data/raw/NORMAL SKIN/img556.jpg,Mild,0
data/processed/NORMAL SKIN/img557.jpg,data/raw/NORMAL SKIN/img557.jpg,Mild,0
data/processed/NORMAL SKIN/img558.jpg,data/raw/NORMAL SKIN/img558.jpg,Mild,0
data/processed/NORMAL SKIN/img559.jpg,data/raw/NORMAL SKIN/img559.jpg,Mild,0
data/processed/NORMAL SKIN/img56.jpg,data/raw/NORMAL SKIN/img56.jpg,Mild,0
data/processed/NORMAL SKIN/img560.jpg,data/raw/NORMAL SKIN/img560.jpg,Mild,0
data/processed/NORMAL SKIN/img564.jpg,data/raw/NORMAL SKIN/img564.jpg,Mild,0
data/processed/NORMAL SKIN/img57.jpg,data/raw/NORMAL SKIN/img57.jpg,Mild,0
data/processed/NORMAL SKIN/img572.jpg,data/raw/NORMAL SKIN/img572.jpg,Mild,0
data/processed/NORMAL SKIN/img573.jpg,data/raw/NORMAL SKIN/img573.jpg,Mild,0
data/processed/NORMAL SKIN/img575.jpg,data/raw/NORMAL SKIN/img575.jpg,Mild,0
data/processed/NORMAL SKIN/img583.jpg,data/raw/NORMAL SKIN/img583.jpg,Mild,0
data/processed/NORMAL SKIN/img585.jpg,data/raw/NORMAL SKIN/img585.jpg,Mild,0
data/processed/NORMAL SKIN/img586.jpg,data/raw/NORMAL SKIN/img586.jpg,Mild,0
data/processed/NORMAL SKIN/img587.jpg,data/raw/NORMAL SKIN/img587.jpg,Mild,0
data/processed/NORMAL SKIN/img589.jpg,data/raw/NORMAL SKIN/img589.jpg,Mild,0
data/processed/NORMAL SKIN/img591.jpg,data/raw/NORMAL SKIN/img591.jpg,Mild,0
data/processed/NORMAL SKIN/img592.jpg,data/raw/NORMAL SKIN/img592.jpg,Mild,0
data/processed/NORMAL SKIN/img596.jpg,data/raw/NORMAL SKIN/img596.jpg,Mild,0
data/processed/NORMAL SKIN/img600.jpg,data/raw/NORMAL SKIN/img600.jpg,Mild,0
data/processed/NORMAL SKIN/img62.jpg,data/raw/NORMAL SKIN/img62.jpg,Mild,0
data/processed/NORMAL SKIN/img63.jpg,data/raw/NORMAL SKIN/img63.jpg,Mild,0
data/processed/NORMAL SKIN/img64.jpg,data/raw/NORMAL SKIN/img64.jpg,Mild,0
data/processed/NORMAL SKIN/img65.jpg,data/raw/NORMAL SKIN/img65.jpg,Mild,0
data/processed/NORMAL SKIN/img66.jpg,data/raw/NORMAL SKIN/img66.jpg,Mild,0
data/processed/NORMAL SKIN/img67.jpg,data/raw/NORMAL SKIN/img67.jpg,Mild,0
data/processed/NORMAL SKIN/img68.jpg,data/raw/NORMAL SKIN/img68.jpg,Mild,0
data/processed/NORMAL SKIN/img69.jpg,data/raw/NORMAL SKIN/img69.jpg,Mild,0
data/processed/NORMAL SKIN/img70.jpg,data/raw/NORMAL SKIN/img70.jpg,Mild,0
data/processed/NORMAL SKIN/img71.jpg,data/raw/NORMAL SKIN/img71.jpg,Mild,0
data/processed/NORMAL SKIN/img72.jpg,data/raw/NORMAL SKIN/img72.jpg,Mild,0
data/processed/NORMAL SKIN/img73.jpg,data/raw/NORMAL SKIN/img73.jpg,Mild,0
data/processed/NORMAL SKIN/img74.jpg,data/raw/NORMAL SKIN/img74.jpg,Mild,0
data/processed/NORMAL SKIN/img75.jpg,data/raw/NORMAL SKIN/img75.jpg,Mild,0
data/processed/NORMAL SKIN/img78.jpg,data/raw/NORMAL SKIN/img78.jpg,Mild,0
data/processed/NORMAL SKIN/img79.jpg,data/raw/NORMAL SKIN/img79.jpg,Mild,0
data/processed/NORMAL SKIN/img8.jpg,data/raw/NORMAL SKIN/img8.jpg,Mild,0
data/processed/NORMAL SKIN/img80.jpg,data/raw/NORMAL SKIN/img80.jpg,Mild,0
data/processed/NORMAL SKIN/img81.jpg,data/raw/NORMAL SKIN/img81.jpg,Mild,0
data/processed/NORMAL SKIN/img82.jpg,data/raw/NORMAL SKIN/img82.jpg,Mild,0
data/processed/NORMAL SKIN/img84.jpg,data/raw/NORMAL SKIN/img84.jpg,Mild,0
data/processed/NORMAL SKIN/img85.jpg,data/raw/NORMAL SKIN/img85.jpg,Mild,0
data/processed/NORMAL SKIN/img86.jpg,data/raw/NORMAL SKIN/img86.jpg,Mild,0
data/processed/NORMAL SKIN/img87.jpg,data/raw/NORMAL SKIN/img87.jpg,Mild,0
data/processed/NORMAL SKIN/img88.jpg,data/raw/NORMAL SKIN/img88.jpg,Mild,0
data/processed/NORMAL SKIN/img89.jpg,data/raw/NORMAL SKIN/img89.jpg,Mild,0
data/processed/NORMAL SKIN/img9.jpg,data/raw/NORMAL SKIN/img9.jpg,Mild,0
data/processed/NORMAL SKIN/img90.jpg,data/raw/NORMAL SKIN/img90.jpg,Mild,0
data/processed/NORMAL SKIN/img91.jpg,data/raw/NORMAL SKIN/img91.jpg,Mild,0
data/processed/NORMAL SKIN/img92.jpg,data/raw/NORMAL SKIN/img92.jpg,Mild,0
data/processed/NORMAL SKIN/img96.jpg,data/raw/NORMAL SKIN/img96.jpg,Mild,0
data/processed/NORMAL SKIN/img97.jpg,data/raw/NORMAL SKIN/img97.jpg,Mild,0
data/processed/NORMAL SKIN/img98.jpg,data/raw/NORMAL SKIN/img98.jpg,Mild,0
data/processed/NORMAL SKIN/img99.jpg,data/raw/NORMAL SKIN/img99.jpg,Mild,0
data/processed/PSORIASIS/07acne06270532.jpg,data/raw/PSORIASIS/07acne06270532.jpg,Severe,1
data/processed/PSORIASIS/08LSAAnal062804.jpg,data/raw/PSORIASIS/08LSAAnal062804.jpg,Severe,1
data/processed/PSORIASIS/08LichenPlanusTongue.jpg,data/raw/PSORIASIS/08LichenPlanusTongue.jpg,Severe,1
data/processed/PSORIASIS/08OilSpotPsoriasis1027.jpg,data/raw/PSORIASIS/08OilSpotPsoriasis1027.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisAnalPink1216.jpg,data/raw/PSORIASIS/08PsoriasisAnalPink1216.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisGroin.jpg,data/raw/PSORIASIS/08PsoriasisGroin.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisGroin1.jpg,data/raw/PSORIASIS/08PsoriasisGroin1.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisIntertrigo.jpg,data/raw/PSORIASIS/08PsoriasisIntertrigo.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisIntertrigo1006.jpg,data/raw/PSORIASIS/08PsoriasisIntertrigo1006.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisNailSkin.jpg,data/raw/PSORIASIS/08PsoriasisNailSkin.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisOnycholysis.jpg,data/raw/PSORIASIS/08PsoriasisOnycholysis.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisOnycholysis1.jpg,data/raw/PSORIASIS/08PsoriasisOnycholysis1.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisPinking1.jpg,data/raw/PSORIASIS/08PsoriasisPinking1.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisPitting.jpg,data/raw/PSORIASIS/08PsoriasisPitting.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisPustular.jpg,data/raw/PSORIASIS/08PsoriasisPustular.jpg,Severe,1
data/processed/PSORIASIS/08PsoriasisUmbilicus.jpg,data/raw/PSORIASIS/08PsoriasisUmbilicus.jpg,Severe,1
data/processed/PSORIASIS/08SebDErmPresternal.jpg,data/raw/PSORIASIS/08SebDErmPresternal.jpg,Severe,1
data/processed/PSORIASIS/08SebDermBrow.jpg,data/raw/PSORIASIS/08SebDermBrow.jpg,Severe,1
data/processed/PSORIASIS/08SebDermChest010106.jpg,data/raw/PSORIASIS/08SebDermChest010106.jpg,Severe,1
data/processed/PSORIASIS/08SebDermChest020106.jpg,data/raw/PSORIASIS/08SebDermChest020106.jpg,Severe,1
data/processed/PSORIASIS/08SebDermCradleCap.jpg,data/raw/PSORIASIS/08SebDermCradleCap.jpg,Severe,1
data/processed/PSORIASIS/08SebDermEAr.jpg,data/raw/PSORIASIS/08SebDermEAr.jpg,Severe,1
data/processed/PSORIASIS/08SebDermEar1.jpg,data/raw/PSORIASIS/08SebDermEar1.jpg,Severe,1
data/processed/PSORIASIS/08SebDermEyelashes.jpg,data/raw/PSORIASIS/08SebDermEyelashes.jpg,Severe,1
data/processed/PSORIASIS/08SebDermFace.jpg,data/raw/PSORIASIS/08SebDermFace.jpg,Severe,1
data/processed/PSORIASIS/08SebDermLids030104.jpg,data/raw/PSORIASIS/08SebDermLids030104.jpg,Severe,1
data/processed/PSORIASIS/08SebDermNLFold.jpg,data/raw/PSORIASIS/08SebDermNLFold.jpg,Severe,1
data/processed/PSORIASIS/08SebDermOK011021.jpg,data/raw/PSORIASIS/08SebDermOK011021.jpg,Severe,1
data/processed/PSORIASIS/08SebDermOK1021.jpg,data/raw/PSORIASIS/08SebDermOK1021.jpg,Severe,1
